標題/社區,地址,價格,坪數,房型,建物類型,建物類型_新
2F/5F,淡水區-學府路181巷,20500.0,25.0,未知,,其他
台北灣-江南大宅,淡水區-沙崙路一段,19000.0,33.2,未知,,其他
佳昂家昂,淡水區-沙崙路一段126巷,56000.0,63.4,未知,,其他
1F~3F/3F,淡水區-興福寮66巷,14000.0,9.0,獨立套房,,其他
永樂大廈,淡水區-中山路93號,20000.0,14.9,獨立套房,,其他
有富SUNDAY,淡水區-八勢一街,4100.0,4.2,分租套房,,其他
2F/4F,淡水區-新生街64號,5000.0,4.2,未知,,其他
1F/1F,淡水區-崁頂五路,35000.0,53.9,未知,,其他
天外天,淡水區-中正東路二段143巷12弄,27000.0,25.6,未知,,其他
聯園璞玉/聯園樸麗,淡水區-新市一路一段99巷,16800.0,12.5,未知,依現場社區名稱,其他
依現場社區名稱,淡水區-淡海路189巷,32258.0,45.0,未知,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,20800.0,18.2,未知,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,20800.0,29.4,飛鳳山莊電梯5樓，美套房淡大後門3分鐘,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,7500.0,6.0,分租套房,,其他
無,淡水區-北新路184巷,33000.0,23.2,摩天31社區電梯大樓套房出租,摩天31社區電梯大樓套房出租,電梯大樓
布拉諾花園,淡水區-坪頂路,13500.0,11.0,可長短租獨立套房有對外窗傢俱傢俱全含,摩天31社區電梯大樓套房出租,電梯大樓
摩天31,淡水區-中山北路一段259號,5000.0,4.0,獨立套房,,其他
2F/3F,淡水區-水源街二段177巷,32000.0,40.5,未知,,其他
淡大溫哥華,淡水區-水源街二段,7000.0,7.0,未知,,其他
淡水捷運5分鐘溫馨一房一廳,淡水區-鄧公路,90000.0,80.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,19960.0,8.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
富麗欣,淡水區-濱海路二段,72000.0,57.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,台北GOGO社區近竹圍捷運站車位出租,其他
鄉林山海匯,淡水區-八勢路,18000.0,35.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
台北GOGO,淡水區-民權路,25000.0,25.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
淡江大學步行2分鐘|淡大|大田寮|紅27公車總站|體育館可貓,淡水區-學府路,13900.0,17.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
大旭地,淡水區-北新路一段,32000.0,46.5,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
海洋都心3,淡水區-新市五路三段,20800.0,28.0,未知,,其他
尚海,淡水區-淡金路,25000.0,35.0,未知,,其他
宏盛海都 2期,淡水區-新市三路二段267號,31000.0,24.9,未知,,其他
台北灣-江南大宅,淡水區-沙崙路一段,24000.0,14.0,春天芳鄰精美套房雅居,,其他
台北灣 銀河,淡水區-新市一路一段,15800.0,13.1,春天芳鄰精美套房雅居,,其他
春天芳鄰,淡水區-民族路65巷,16000.0,30.8,近淡大操場雙人套房出租，附近生活機能方便,,其他
2F/5F,淡水區-淡海路206巷,4500.0,6.0,分租套房,,其他
3F/4F,淡水區-學府路,23000.0,15.5,未知,,其他
海揚,淡水區-中正東路一段3巷14弄,17000.0,12.0,未知,,其他
宏普樂高,淡水區-新市二路一段,22000.0,30.4,未知,,其他
宏普樂高,淡水區-新市二路一段,9000.0,12.0,獨立套房,,其他
淡水筳園,淡水區-新民街120巷,23000.0,23.8,未知,,其他
台北灣 銀河,淡水區-新市一路一段,7000.0,4.3,獨立套房,,其他
金房東,淡水區-學府路205巷6號,14500.0,15.0,未知,,其他
2F/4F,淡水區-水源街一段,27000.0,51.1,未知,,其他
蔚城,淡水區-新市一路三段101巷,27000.0,27.3,未知,,其他
福樂家,淡水區-崁頂五路,40000.0,60.0,未知,,其他
2F/4F,淡水區-長興街,28000.0,47.0,未知,,其他
關渡大國二期,淡水區-民族路31巷32號,14000.0,12.1,未知,,其他
中山路/文化路,淡水區-清水街,21000.0,14.5,未知,,其他
名軒海樂地,淡水區-沙崙路二段,28633.0,68.8,未知,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,18000.0,17.5,未知,,其他
25F/26F,淡水區-淡金路二段,24000.0,36.9,未知,,其他
鴻灃青,淡水區-濱海路一段306巷60弄82號,26000.0,25.0,未知,,其他
公園居,淡水區-中山北路二段189巷32號,22000.0,23.0,未知,,其他
宏盛水悅,淡水區-新市三路一段,38000.0,76.1,未知,,其他
美人嶼海灣別墅 - 二期C區,淡水區-中正路二段,9000.0,9.0,❤近英專路全配大套房,,其他
4F/4F,淡水區-英專路101巷5弄,13000.0,12.0,分租套房,,其他
3F/4F,淡水區-水源街一段36號,18500.0,16.4,未知,,其他
海洋都心,淡水區-新市五路三段,22000.0,19.8,近淡江大學旁雙人床套房D2505,,其他
關渡大國一期,淡水區-民族路31巷,9000.0,6.0,獨立套房,,其他
近關渡竹圍捷運馬偕醫院旁別墅社區套房,淡水區-民族路,25000.0,35.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
淡水幸福城,淡水區-學府路,25000.0,25.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
尚海,淡水區-淡金路,32000.0,46.5,未知,,其他
海天DEFG棟,淡水區-八勢一街,1900.0,12.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
宏盛水悅,淡水區-新市三路,7000.0,6.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
台北GOGO,淡水區-民權路,3000.0,18.0,未知,,其他
仁愛街近英專路優質美套，租金含公用水電,淡水區-仁愛街,13600.0,18.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
馬偕醫院5分鐘.室內平面車位,淡水區-大同路,19960.0,20.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
淡水捷運5分鐘溫馨一房一廳,淡水區-鄧公路,20800.0,28.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
鄉林山海匯,淡水區-八勢路,6000.0,5.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
淡大溫哥華,淡水區-水源街二段,18000.0,35.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
關渡大國一期,淡水區-民族路31巷,9000.0,5.5,獨立套房,,其他
5F/5F,淡水區-學府路172巷,8500.0,5.5,獨立套房,,其他
2F/5F,淡水區-學府路172巷,5000.0,5.0,獨立套房,,其他
6F/6F,淡水區-大忠街133號,16000.0,23.3,未知,🌟竹圍捷運站對面公寓🌟雙陽台，可養寵物,公寓
3F/4F,淡水區-新生街55巷,12000.0,24.0,未知,🌟竹圍捷運站對面公寓🌟雙陽台，可養寵物,公寓
5F/5F,淡水區-民權路177巷,22500.0,15.9,未知,💵租金補貼✨免服務費🚇近輕軌♨知名社區公設齊全,其他
南加州,淡水區-民權路19號,23000.0,24.5,未知,💵租金補貼✨免服務費🚇近輕軌♨知名社區公設齊全,其他
名軒海樂地,淡水區-沙崙路二段,31000.0,24.9,未知,,其他
台北灣-江南大宅,淡水區-沙崙路一段,45000.0,76.2,未知,,其他
整棟/4F,淡水區-中正路二段,70000.0,79.8,未知,,其他
無,淡水區-中正東路二段105巷,1000.0,4.0,未知,,其他
Times淡水崁頂三路,淡水區-崁頂三路,30000.0,18.8,未知,,其他
漫活時代1,淡水區-竿蓁二街19巷,19900.0,21.0,未知,,其他
11F/14F,淡水區-中正東路一段,28000.0,27.2,未知,,其他
傳家雅苑,淡水區-新市一路三段59號,33000.0,20.7,未知,,其他
布拉諾花園,淡水區-坪頂路,24000.0,27.2,未知,,其他
西恩那,淡水區-坪頂路52巷,7000.0,7.7,獨立套房,,其他
來來香榭,淡水區-新民街222巷16弄,38000.0,40.2,未知,,其他
好風光II,淡水區-紅樹林路,4700.0,5.0,分租套房,,其他
4F/5F,淡水區-新民街222巷16弄3號,27000.0,19.8,未知,,其他
勝華V8,淡水區-義山路一段,23000.0,27.3,海景天下2期方正套房近淡江大學出租,,其他
西恩那,淡水區-坪頂路52巷,9000.0,6.2,獨立套房,,其他
海景天下二期大樓區,淡水區-大忠街117號,22000.0,20.7,未知,,其他
吉美悅洋,淡水區-中正路二段,14000.0,11.0,未知,,其他
尚海,淡水區-淡金路,3000.0,6.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
馬偕醫院5分鐘.室內平面車位,淡水區-大同路,72000.0,57.0,未知,,其他
宏盛水悅,淡水區-新市三路,1900.0,12.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
鄉林山海匯,淡水區-八勢路,90000.0,80.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
海天DEFG棟,淡水區-八勢一街,25000.0,25.0,未知,,其他
淡水幸福城,淡水區-學府路,7000.0,7.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
大旭地,淡水區-北新路一段,15300.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
仁愛街近英專路優質美套，租金含公用水電,淡水區-仁愛街,19960.0,20.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
海洋都心No.3 Ocean city,淡水區-新市三路二段,20800.0,28.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
富麗欣,淡水區-濱海路二段,13900.0,17.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
海洋都心3,淡水區-新市五路三段,13600.0,18.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
近關渡竹圍捷運馬偕醫院旁別墅社區套房,淡水區-民族路,8900.0,10.0,獨立套房,,其他
5F/5F,淡水區-新民街180巷7弄27號,16000.0,26.2,未知,淡水，真理大學，公寓3房，可寵物，空屋，台水電,公寓
2F/4F,淡水區-真理街2巷2弄,25000.0,28.5,未知,,其他
川普G3棧,淡水區-淡金路一段569號,17000.0,30.5,未知,,其他
3F/4F,淡水區-淡海路72巷,21600.0,27.2,未知,,其他
鴻灃青,淡水區-濱海路一段306巷60弄,22000.0,26.4,未知,,其他
海洋都心,淡水區-新市五路三段,20000.0,19.9,未知,,其他
美麗境,淡水區-濱海路一段306巷,24000.0,20.9,未知,,其他
台北灣-銀河,淡水區-新市一路一段270號,27000.0,19.8,未知,,其他
勝華V8,淡水區-義山路一段,27000.0,42.3,未知,,其他
勝華V8,淡水區-義山路一段399號,16800.0,16.0,獨立套房,,其他
淡大捷森堡,淡水區-學府路136巷,19000.0,21.8,未知,,其他
麗陽花園,淡水區-鄧公路,13500.0,7.0,分租套房,,其他
3F/3F,淡水區-新民街180巷21號,20000.0,15.7,未知,,其他
海洋都心,淡水區-新市五路三段,25000.0,45.2,未知,,其他
佳昂晴海,淡水區-新市一路一段331巷,30000.0,17.4,未知,,其他
合謙飛時代,淡水區-濱海路一段,20000.0,22.3,未知,🔥淡水海景大三房｜優質電梯大樓｜免服務費🔥,電梯大樓
夢蝶,淡水區-自強路,24000.0,25.5,未知,🔥淡水海景大三房｜優質電梯大樓｜免服務費🔥,電梯大樓
海明盛,淡水區-中正路一段156巷,19000.0,13.8,未知,,其他
麗景,淡水區-中正東路一段,22000.0,36.9,未知,,其他
海洋都心2,淡水區-新市三路二段,26000.0,30.9,未知,,其他
台北灣2觀海/台北灣B區大樓區,淡水區-新市一路一段12號,26000.0,6.0,分租套房,,其他
名軒海樂地,淡水區-沙崙路二段711號,6000.0,24.0,分租套房,,其他
3F/5F,淡水區-新民街,16000.0,24.0,未知,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,19000.0,29.0,未知,,其他
海洋都心第一期,淡水區-新市五路三段,35000.0,48.0,兆基社會住宅🏠Benson免仲介費可租補宏國青山套房有陽台,,其他
整棟/3F,淡水區-興福寮66巷,9500.0,7.7,獨立套房,,其他
宏國青山,淡水區-北新路,8000.0,10.3,未知,,其他
新環境華廈,淡水區-學府路128巷,21500.0,27.0,未知,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,3000.0,7.0,未知,,其他
淡水捷運5分鐘溫馨一房一廳,淡水區-鄧公路,7000.0,8.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
馬偕醫院5分鐘.室內平面車位,淡水區-大同路,8900.0,8.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
仁愛街近英專路優質美套，租金含公用水電,淡水區-仁愛街,19960.0,20.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
近關渡竹圍捷運馬偕醫院旁別墅社區套房,淡水區-民族路,20000.0,21.5,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
富麗欣,淡水區-濱海路二段,20800.0,28.0,未知,,其他
海天DEFG棟,淡水區-八勢一街,18000.0,35.0,未知,,其他
淡江大學步行2分鐘|淡大|大田寮|紅27公車總站|體育館可貓,淡水區-學府路,90000.0,80.0,未知,,其他
鄉林山海匯,淡水區-八勢路,13900.0,17.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
海洋都心3,淡水區-新市五路三段,1900.0,12.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
大旭地,淡水區-北新路一段,32000.0,46.5,未知,台北GOGO社區近竹圍捷運站車位出租,其他
台北GOGO,淡水區-民權路,29000.0,31.0,未知,,其他
宏盛水悅,淡水區-新市三路,6000.0,5.0,未知,,其他
淡大溫哥華,淡水區-水源街二段,15300.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
淡水幸福城,淡水區-學府路,13600.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
淡水捷運5分鐘溫馨一房一廳,淡水區-鄧公路,13600.0,31.2,未知,,其他
海德公園,淡水區-中山北路二段381巷,28000.0,34.6,未知,,其他
海洋都心,淡水區-新市五路三段,25000.0,23.4,未知,,其他
台北灣 銀河,淡水區-新市一路一段,25500.0,28.0,未知,,其他
台北灣 銀河,淡水區-新市一路一段,21000.0,31.2,未知,,其他
大河文明,淡水區-沙崙路,18500.0,27.7,未知,,其他
海洋都心,淡水區-新市五路三段,17000.0,13.5,未知,,其他
摩納哥,淡水區-淡金路38巷,21500.0,33.1,未知,,其他
星海別墅北區,淡水區-新市一路一段,25000.0,33.1,未知,,其他
聯園璞玉/聯園樸麗,淡水區-新市一路一段99巷,25000.0,32.5,未知,,其他
台北灣 銀河,淡水區-新市一路一段,22000.0,28.8,未知,,其他
心之界,淡水區-濱海路三段148巷50弄,21000.0,26.1,未知,,其他
海洋都心,淡水區-新市五路三段,22000.0,34.6,未知,,其他
滿寶居,淡水區-沙崙路151巷26弄,19000.0,19.8,28間美套房飯店宿舍(可廠登營登)   淡水美麗辦公廠房,,其他
line id : @213uatok,淡水區-興仁路,7500.0,6.0,獨立套房,,其他
line id :  @213uatok,淡水區-新民街63巷,7000.0,5.0,獨立套房,,其他
line id  : @213uatok,淡水區-學府路181巷,24000.0,34.4,未知,,其他
淡江柏園二期,淡水區-鄧公路,35000.0,55.9,未知,,其他
康和紅樹林,淡水區-中正東路二段123號,48000.0,69.6,未知,,其他
水紀元,淡水區-民權路,25000.0,38.9,未知,,其他
宏盛蒙德里安,淡水區-沙崙路一段126巷,8800.0,6.0,可租補/近超商/獨立大套房/限一人住,,其他
2F/3F,淡水區-民生路9巷1弄,9000.0,8.0,獨立套房,,其他
4F/4F,淡水區-自強路201巷,27000.0,25.0,未知,,其他
宏盛水悅,淡水區-新市三路一段,21000.0,23.6,未知,,其他
勤家捷奏,淡水區-崁頂三路,24000.0,19.0,近淡水捷運站電梯優質文青套房6800元起,,其他
台北灣銀河,淡水區-新市一路,8800.0,8.0,分租套房,,其他
無,淡水區-英專路130號,16000.0,35.9,紅樹林登輝秀錦有陽台有窗獨立洗衣機套房🏠竿蓁林輕軌步行3分,,其他
台北灣三期江南頤和,淡水區-濱海路三段148巷,8000.0,7.0,分租套房,,其他
無,淡水區-淡金路,21999.0,25.0,未知,,其他
淡水捷運5分鐘溫馨一房一廳,淡水區-鄧公路,72000.0,57.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
海洋都心3,淡水區-新市五路三段,7000.0,7.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
鄉林山海匯,淡水區-八勢路,8900.0,8.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
仁愛街近英專路優質美套，租金含公用水電,淡水區-仁愛街,20000.0,21.5,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
海天DEFG棟,淡水區-八勢一街,15300.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,29000.0,31.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
淡水幸福城,淡水區-學府路,3000.0,6.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
馬偕醫院5分鐘.室內平面車位,淡水區-大同路,6000.0,5.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
淡大溫哥華,淡水區-水源街二段,90000.0,80.0,未知,,其他
大旭地,淡水區-北新路一段,20800.0,28.0,未知,,其他
皇城家天下,淡水區-後洲路一段,27000.0,18.3,未知,,其他
將捷之森,淡水區-淡金路二段,18000.0,16.0,未知,,其他
3F/3F,淡水區-中山路108巷,28000.0,32.9,未知,,其他
台北灣 銀河,淡水區-新市一路一段,22000.0,38.1,未知,🍎近捷運走路5分鐘內的佰萬裝潢公寓二樓三房,公寓
和光同塵,淡水區-新市二路三段172巷3弄,20000.0,27.3,可租補★淡大財庫五星級電梯獨立大套房★全新粉刷★有個人洗衣機,🍎近捷運走路5分鐘內的佰萬裝潢公寓二樓三房,公寓
平遠街,淡水區-平遠街,12000.0,11.0,獨立套房,,其他
淡大財庫,淡水區-學府路136巷55號,18500.0,28.0,未知,,其他
海洋都心,淡水區-新市五路三段,19500.0,17.0,🔹水源街精緻分租套房近市場公車站🔹,海揚社區,其他
海揚社區,淡水區-中正東路一段3巷14弄,6000.0,5.0,分租套房,,其他
5F/5F,淡水區-水源街一段18巷,23000.0,17.8,未知,,其他
水天靚,淡水區-沙崙路,26000.0,28.7,未知,,其他
和合海景,淡水區-新市六路一段,24000.0,18.9,未知,,其他
佳昂晴海,淡水區-新市一路一段331巷,22000.0,18.6,未知,,其他
心之界,淡水區-濱海路三段148巷50弄,26000.0,35.0,未知,🌳全新沙崙社區🌳富庭峰築家三房,其他
和光五明,淡水區-義山路一段401巷,26000.0,32.8,未知,🌳全新沙崙社區🌳富庭峰築家三房,其他
富庭峰築家,淡水區-沙崙路201巷55號,20500.0,12.1,未知,,其他
文學苑,淡水區-中山北路三段,19500.0,37.9,未知,,其他
鴻灃青,淡水區-濱海路一段306巷60弄,27000.0,40.1,未知,,其他
將捷之森,淡水區-淡金路二段,19000.0,16.9,未知,,其他
海洋都心,淡水區-新市五路三段,24000.0,34.0,未知,,其他
淡水幸福城,淡水區-學府路,29000.0,31.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
富麗欣,淡水區-濱海路二段,15300.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
尚海,淡水區-淡金路,13600.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,25000.0,25.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
大旭地,淡水區-北新路一段,20800.0,28.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
台北GOGO,淡水區-民權路,18000.0,35.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
海洋都心3,淡水區-新市五路三段,13900.0,17.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
淡江大學步行2分鐘|淡大|大田寮|紅27公車總站|體育館可貓,淡水區-學府路,32000.0,46.5,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
海洋都心3,淡水區-新市五路三段,90000.0,80.0,未知,,其他
宏盛水悅,淡水區-新市三路,8900.0,8.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
近關渡竹圍捷運馬偕醫院旁別墅社區套房,淡水區-民族路,6000.0,5.0,未知,,其他
海天DEFG棟,淡水區-八勢一街,3000.0,7.0,未知,,其他
淡大溫哥華,淡水區-水源街二段,7000.0,57.0,未知,,其他
淡水幸福城,淡水區-學府路,25000.0,27.2,未知,,其他
麥迪奇名家,淡水區-淡金路38巷35弄,32000.0,27.3,未知,,其他
馥人灣-三水區,淡水區-八勢路2巷,28000.0,36.3,竹圍近捷運關渡大國套房👍,,其他
海闊天高天高區,淡水區-中正東路二段25巷,16000.0,9.8,竹圍近捷運關渡大國套房👍,,其他
關渡大國二期,淡水區-民族路31巷,12000.0,12.2,未知,,其他
關渡大國二期,淡水區-民族路31巷,22000.0,23.8,未知,❤️捷運佰萬裝潢公寓二樓三房❤️,公寓
秀山莊,淡水區-中正東路二段143巷12弄,20000.0,27.3,未知,❤️捷運佰萬裝潢公寓二樓三房❤️,公寓
2F/5F,淡水區-平遠街,28000.0,24.4,未知,,其他
水天靚2,淡水區-沙崙路,25000.0,21.1,未知,,其他
1F/4F,淡水區-民族路132巷1弄,40000.0,49.6,超近淡大分租套房限學生(202室),,其他
2F/3F,淡水區-水源街二段,28800.0,18.8,未知,,其他
海德公園,淡水區-中山北路二段381巷113號,23000.0,16.0,未知,,其他
名軒海樂地,淡水區-沙崙路二段,25000.0,25.0,未知,,其他
佳昂晴海,淡水區-新市一路一段331巷,25000.0,22.7,未知,,其他
海洋都心,淡水區-新市五路三段,18000.0,15.5,兆基🏡近真理大學輕鬆住新民街分租套房,,其他
台北灣銀河,淡水區-新市一路一段,4700.0,6.0,分租套房,,其他
4F/5F,淡水區-新民街222巷16弄,21000.0,29.9,兆基社會住宅🏡近紅樹林站電梯景觀可租補大套房,,其他
家天下,淡水區-後洲路一段,16000.0,10.2,兆基🏡近真理大學輕鬆入住分租套房,清淞社區,其他
清淞社區,淡水區-淡金路,4700.0,6.0,分租套房,,其他
4F/5F,淡水區-新民街222巷16弄,24200.0,22.2,未知,,其他
海洋都心一期,淡水區-新市五路三段,19500.0,18.9,未知,,其他
謙樹,淡水區-新市三路一段,30000.0,25.7,未知,,其他
尚海,淡水區-淡金路,23000.0,34.8,兆基社會住宅🏠Benson可租補免仲費淡水新環境套房(可貓,,其他
丰悅夏宮,淡水區-新春街,7000.0,5.5,兆基🏡近真理大學輕鬆住新民街分租套房,,其他
新環境,淡水區-學府路128巷,4700.0,6.0,獨立套房,,其他
4F/5F,淡水區-新民街222巷16弄,10300.0,12.6,兆基社會住宅🏡近紅樹林捷運站可毛孩輕鬆入住清淞套房,,其他
日若山莊二期大樓區,淡水區-水碓25巷,17000.0,12.4,兆基🏡-S【鄧公路】2樓分租套房,,其他
清淞,淡水區-淡金路,5500.0,7.0,分租套房,,其他
2F/2F,淡水區-鄧公路25巷,26900.0,20.6,未知,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,6000.0,5.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
淡大溫哥華,淡水區-水源街二段,18000.0,35.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
淡江大學步行2分鐘|淡大|大田寮|紅27公車總站|體育館可貓,淡水區-學府路,20000.0,21.5,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
富麗欣,淡水區-濱海路二段,13600.0,18.0,未知,,其他
海天DEFG棟,淡水區-八勢一街,7000.0,7.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
淡水捷運5分鐘溫馨一房一廳,淡水區-鄧公路,1900.0,6.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
仁愛街近英專路優質美套，租金含公用水電,淡水區-仁愛街,3000.0,6.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
台北GOGO,淡水區-民權路,72000.0,57.0,未知,,其他
大旭地,淡水區-北新路一段,8900.0,8.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
海洋都心3,淡水區-新市五路三段,29000.0,31.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
近關渡竹圍捷運馬偕醫院旁別墅社區套房,淡水區-民族路,15300.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
尚海,淡水區-淡金路,32000.0,46.5,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
宏盛水悅,淡水區-新市三路,32000.0,46.5,未知,,其他
海洋都心三期,淡水區-新市三路二段,12000.0,12.7,兆基社會住宅🏠W可租補-獨立套房/大空間/電梯/鄧公/捷運,,其他
海洋都心3,淡水區-新市五路三段,10000.0,9.8,獨立套房,,其他
2F/6F,淡水區-鄧公路29巷,21000.0,30.3,未知,,其他
淡江豪景,淡水區-中正路二段22巷,22000.0,21.2,未知,,其他
江南大宅,淡水區-沙崙路一段,25000.0,15.5,未知,,其他
銀河,淡水區-新市一路一段,20000.0,18.5,兆基社會住宅🏡近淡大校區巧克力社區套房,兆基社會住宅🏡近淡大校區巧克力社區套房,其他
台北灣銀河,淡水區-新市一路一段,9500.0,7.4,兆基社會住宅🏡C【新環境社區】可租補/近全聯/獨立套房,兆基社會住宅🏡C【新環境社區】可租補/近全聯/獨立套房,其他
巧克力花園,淡水區-水源街二段177巷,6000.0,6.8,獨立套房,兆基社會住宅🏡C【新環境社區】可租補/近全聯/獨立套房,其他
新環境,淡水區-學府路128巷,22000.0,28.8,兆基社會住宅🏡S可租補-清淞獨立套房/近紅樹林,,其他
邁阿密,淡水區-新市一路三段101巷16弄,14500.0,8.5,獨立套房,,其他
清淞,淡水區-淡金路,22000.0,26.9,未知,,其他
普羅旺斯,淡水區-新市一路三段,23500.0,24.5,未知,兆基社會住宅🏡海洋都心一期優質社區含車位,其他
